0,0,0,0,0,0,0,0,0,0,0,0
5206270,0,0,0,0,0,0,0,0,0,0,0
10412540,0,0,0,0,0,0,0,0,0,0,0
15618810,0,0,0,0,0,0,0,0,0,0,0
20825080,0,0,0,0,0,0,0,0,0,0,0
26031350,0,0,0,0,0,0,0,0,0,0,0
31237620,0,0,0,0,0,0,0,0,0,0,0
36443890,0,0,0,0,0,0,0,0,0,0,0
41650160,0,0,0,0,0,0,0,0,0,0,0
46856430,0,0,0,0,0,0,0,0,0,0,0
52062700,0,0,0,0,0,0,0,0,0,0,0
57268970,0,0,0,0,0,0,0,0,0,0,0
62475240,0,0,0,0,0,0,0,0,0,0,0
67681510,0,0,0,0,0,0,0,0,0,0,0
72887780,0,0,0,0,0,0,0,0,0,0,0
78094050,0,0,0,0,0,0,0,0,0,0,0
83300320,0,0,0,0,0,0,0,0,0,0,0
88506590,0,0,0,0,0,0,0,0,0,0,0
93712860,0,0,0,0,0,0,0,0,0,0,0
98919130,0,0,0,0,0,0,0,0,0,0,0
104125400,0,0,0,0,0,0,0,0,0,0,0
109331670,0,0,0,0,0,0,0,0,0,0,0
114537940,0,0,0,0,0,0,0,0,0,0,0
119744210,0,0,0,0,0,0,0,0,0,0,0
124950480,0,0,0,0,0,0,0,0,0,0,0
130156750,0,0,0,0,0,0,0,0,0,0,0
135363020,0,0,0,0,0,0,0,0,0,0,0
140569290,0,0,0,0,0,0,0,0,0,0,0
145775560,0,0,0,0,0,0,0,0,0,0,0
150981830,0,0,0,0,0,0,0,0,0,0,0
156188100,0,0,0,0,0,0,0,0,0,0,0
161394370,0,0,0,0,0,0,0,0,0,0,0
166600640,0,0,0,0,0,0,0,0,0,0,0
171806910,0,0,0,0,0,0,0,0,0,0,0
177013180,0,0,0,0,0,0,0,0,0,0,0
182219450,0,0,0,0,0,0,0,0,0,0,0
187425720,0,0,0,0,0,0,0,0,0,0,0
192631990,0,0,0,0,0,0,0,0,0,0,0
197838260,0,0,0,0,0,0,0,0,0,0,0
203044530,0,0,0,0,0,0,0,0,0,0,0
208250800,0,0,0,0,0,0,0,0,0,0,0
213457070,0,0,0,0,0,0,0,0,0,0,0
218663340,0,0,0,0,0,0,0,0,0,0,0
223869610,0,0,0,0,0,0,0,0,0,0,0
229075880,0,0,0,0,0,0,0,0,0,0,0
234282150,0,0,0,0,0,0,0,0,0,0,0
239488420,0,0,0,0,0,0,0,0,0,0,0
244694690,0,0,0,0,0,0,0,0,0,0,0
249900960,0,0,0,0,0,0,0,0,0,0,0
255107230,0,0,0,0,0,0,0,0,0,0,0
260313500,0,0,0,0,0,0,0,0,0,0,0
265519770,0,0,0,0,0,0,0,0,0,0,0
270726040,0,0,0,0,0,0,0,0,0,0,0
275932310,0,0,0,0,0,0,0,0,0,0,0
281138580,0,0,0,0,0,0,0,0,0,0,0
286344850,0,0,0,0,0,0,0,0,0,0,0
291551120,0,0,0,0,0,0,0,0,0,0,0
296757390,0,0,0,0,0,0,0,0,0,0,0
301963660,0,0,0,0,0,0,0,0,0,0,0
307169930,0,0,0,0,0,0,0,0,0,0,0
312376200,0,0,0,0,0,0,0,0,0,0,0
317582470,0,0,0,0,0,0,0,0,0,0,0
322788740,0,0,0,0,0,0,0,0,0,0,0
327995010,0,0,0,0,0,0,0,0,0,0,0
333201280,0,0,0,0,0,0,0,0,0,0,0
338407550,0,0,0,0,0,0,0,0,0,0,0
343613820,0,0,0,0,0,0,0,0,0,0,0
348820090,0,0,0,0,0,0,0,0,0,0,0
354026360,0,0,0,0,0,0,0,0,0,0,0
359232630,0,0,0,0,0,0,0,0,0,0,0
364438900,0,0,0,0,0,0,0,0,0,0,0
369645170,0,0,0,0,0,0,0,0,0,0,0
374851440,0,0,0,0,0,0,0,0,0,0,0
380057710,0,0,0,0,0,0,0,0,0,0,0
385263980,0,0,0,0,0,0,0,0,0,0,0
390470250,0,0,0,0,0,0,0,0,0,0,0
395676520,0,0,0,0,0,0,0,0,0,0,0
400882790,0,0,0,0,0,0,0,0,0,0,0
406089060,0,0,0,0,0,0,0,0,0,0,0
411295330,0,0,0,0,0,0,0,0,0,0,0
416501600,0,0,0,0,0,0,0,0,0,0,0
421707870,0,0,0,0,0,0,0,0,0,0,0
426914140,0,0,0,0,0,0,0,0,0,0,0
432120410,0,0,0,0,0,0,0,0,0,0,0
437326680,0,0,0,0,0,0,0,0,0,0,0
442532950,0,0,0,0,0,0,0,0,0,0,0
447739220,0,0,0,0,0,0,0,0,0,0,0
452945490,0,0,0,0,0,0,0,0,0,0,0
458151760,0,0,0,0,0,0,0,0,0,0,0
463358030,0,0,0,0,0,0,0,0,0,0,0
468564300,0,0,0,0,0,0,0,0,0,0,0
473770570,0,0,0,0,0,0,0,0,0,0,0
478976840,0,0,0,0,0,0,0,0,0,0,0
484183110,0,0,0,0,0,0,0,0,0,0,0
489389380,0,0,0,0,0,0,0,0,0,0,0
494595650,0,0,0,0,0,0,0,0,0,0,0
499801920,0,0,0,0,0,0,0,0,0,0,0
505008190,0,0,0,0,0,0,0,0,0,0,0
510214460,0,0,0,0,0,0,0,0,0,0,0
515420730,0,0,0,0,0,0,0,0,0,0,0
520627000,0,0,0,0,0,0,0,0,0,0,0
