0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154087,584,5791,829,5034,1206,4554,1206,4554,1206,4554,1206,4554,1206,4554,1206,4554,1206,4554,1206,4554
2308174,930,5266,948,5206,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754
3462261,917,5598,948,5206,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754
4616348,900,5843,948,5206,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754,1342,4754
5770435,991,5349,981,5324,1378,4873,1378,4873,1378,4873,1378,4873,1378,4873,1378,4873,1378,4873,1378,4873
6924522,1026,5831,1026,5753,1414,5256,1414,5256,1414,5256,1414,5256,1414,5256,1414,5256,1414,5256,1414,5256
8078609,1088,5956,1091,5857,1473,5349,1473,5349,1473,5349,1473,5349,1473,5349,1473,5349,1473,5349,1473,5349
9232696,1365,6934,1359,6945,1771,6329,1771,6329,1771,6329,1771,6329,1771,6329,1771,6329,1771,6329,1771,5778
10386783,1383,6932,1380,6943,1790,6329,1790,6329,1790,6329,1790,6329,1790,6329,1790,6329,1790,6329,1792,5808
11540870,1402,6932,1397,6945,1809,6329,1809,6329,1809,6329,1809,6329,1809,6329,1809,6329,1809,6329,1811,5808
12694957,1495,7736,1485,7635,1886,7025,1886,7025,1886,7025,1886,7025,1886,7025,1886,7025,1886,7025,1829,5808
13849044,2108,10297,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
15003131,2128,10277,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
16157218,2130,10275,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
17311305,2125,10280,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
18465392,2129,10276,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
19619479,2127,10278,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
20773566,2124,10281,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
21927653,2131,10274,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,2147,10258,1823,5763
