0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370874,633,5938,878,4308,878,4308,1102,4087,1065,4075,1186,4162,1186,4162,1186,4162,1186,4162,1186,4162
2741748,943,4689,957,4501,957,4501,1158,4292,1124,4289,1231,4279,1231,4279,1231,4279,1231,4279,1231,4279
4112622,1071,5104,1027,5031,1018,5010,1217,4775,1191,4775,1294,4771,1294,4771,1294,4771,1294,4771,1294,4771
5483496,1111,5276,1093,5087,1095,5057,1269,4830,1247,4948,1343,4845,1343,4845,1343,4845,1343,4845,1343,4845
6854370,1231,5527,1144,5170,1140,5127,1316,4924,1288,5016,1380,4917,1380,4917,1380,4917,1380,4917,1380,4917
8225244,1229,5569,1201,5259,1246,5290,1414,5097,1371,5209,1467,5095,1467,5095,1467,5095,1467,5095,1467,5095
9596118,1228,5512,1224,5272,1274,5297,1439,5097,1393,5208,1490,5097,1490,5097,1490,5097,1490,5097,1490,5097
10966992,1274,6280,1240,5946,1290,5971,1458,5769,1396,5208,1493,5097,1493,5097,1493,5097,1493,5097,1493,5097
12337866,1279,10903,1245,10413,1296,10425,1468,10231,1396,5160,1493,5049,1493,5049,1493,5049,1493,5049,1493,5049
13708740,1256,12417,1253,12198,1304,12222,1476,12016,1396,5160,1493,5049,1493,5049,1493,5049,1493,5049,1493,5049
15079614,1295,28189,1235,27412,1297,27091,1464,26841,1401,5161,1497,5049,1497,5049,1497,5049,1497,5049,1497,5049
16450488,1638,53332,1640,53278,1701,53029,1834,52814,1427,5162,1522,5051,1522,5051,1522,5051,1522,5051,1522,5051
17821362,2027,54522,2033,54479,2047,54229,2196,54032,1576,5164,1666,5058,1666,5058,1666,5058,1666,5058,1666,5058
19192236,2159,54686,2150,54654,2159,54421,2322,54237,1603,5164,1694,5064,1694,5064,1694,5064,1694,5064,1693,5058
20563110,3049,57969,3043,58001,3067,57659,3227,57456,2252,5166,2342,5065,2342,5065,2342,5065,2342,5065,2341,5058
21933984,3397,60802,3387,60804,3407,60467,3550,60040,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
23304858,4127,83763,4120,83746,4126,83408,4273,60040,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
24675732,4694,106981,4693,106917,4680,106588,4836,60040,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
26046606,5393,130606,5371,130607,5347,130509,5108,59805,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
27417480,6105,154932,6092,154926,6064,154811,5108,59805,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
28788354,7295,180082,7298,180073,7275,179962,5108,59805,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
30159228,8520,200161,8523,200155,8499,200053,5108,59805,2361,5166,2451,5065,2451,5065,2451,5065,2451,5065,2450,5058
31530102,8007,202052,8009,202032,8040,201853,5286,60820,2423,5169,2508,5080,2508,5080,2508,5080,2507,5066,2506,5059
32900976,8415,204419,8474,204260,8430,204361,7280,74765,2865,5826,2954,5851,2954,5851,2954,5851,2908,5054,2907,5047
34271850,8452,205330,8476,205062,8429,205231,7847,83721,3061,7403,3186,7357,3186,7357,3186,7357,2915,5052,2914,5045
35642724,8756,206252,8814,206385,8769,206380,8037,87358,3035,8630,3159,8622,3159,8622,3159,8622,2921,5052,2920,5045
37013598,10414,216151,10367,215929,9530,206519,8058,87384,3040,8630,3163,8623,3163,8623,3163,8623,2926,5052,2925,5045
38384472,10719,219025,10669,218845,9530,206519,8058,87384,3040,8630,3163,8623,3163,8623,3163,8623,2926,5052,2925,5045
39755346,11554,224620,11456,224282,9556,206577,8198,87694,3086,8653,3214,8633,3214,8633,3214,8633,2970,5052,2969,5045
41126220,13118,229084,11918,228068,9557,206577,8222,87798,3088,8652,3219,8657,3219,8657,3219,8657,2971,5052,2970,5045
42497094,13127,236328,12582,233239,9557,206577,8236,88055,3088,8652,3219,8657,3219,8657,3219,8657,2971,5052,2970,5045
43867968,13856,242027,13215,238388,9557,206577,8234,88060,3088,8652,3219,8657,3219,8657,3219,8657,2971,5052,2970,5045
45238842,14476,246929,13747,242830,9557,206577,8234,88060,3088,8652,3219,8657,3219,8657,3219,8657,2971,5052,2970,5045
46609716,14876,252718,14478,248564,9557,206577,8234,88063,3088,8652,3219,8657,3219,8657,3219,8657,2971,5052,2970,5045
47980590,15505,256869,15085,253261,9577,206581,8306,88337,3108,8664,3238,8666,3238,8666,3237,8663,2989,5058,2988,5051
49351464,15505,256869,15085,253261,9577,206581,8306,88337,3108,8664,3238,8666,3238,8666,3237,8663,2989,5058,2988,5051
50722338,17265,259203,16302,255158,9847,207601,8900,90865,3279,8788,3419,8808,3419,8808,3406,8640,3155,5038,3154,5031
52093212,17391,259669,16302,255158,9847,207601,8900,90865,3279,8788,3419,8808,3419,8808,3406,8640,3155,5038,3154,5031
53464086,17109,258574,16301,255159,9846,207602,8899,90866,3278,8789,3418,8809,3418,8809,3405,8641,3154,5039,3153,5032
54834960,17134,259092,16545,255338,9877,207815,8935,91075,3277,8798,3420,8835,3422,8811,3406,8640,3155,5038,3154,5031
56205834,17084,259315,16457,255535,9908,207968,8955,91308,3279,8826,3424,8851,3421,8813,3405,8642,3155,5039,3154,5032
57576708,14695,250300,14054,247231,8182,208310,8535,96062,3284,8825,3432,8862,3426,8812,3410,8641,3159,5039,3158,5032
58947582,17556,267823,16937,264860,10009,224567,9361,120420,3287,8827,3435,8860,3429,8810,3413,8639,3162,5039,3161,5032
